年,期,国内総生産(支出側),民間最終消費支出,家計最終消費支出,除く持ち家の帰属家賃,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス_純輸出,財貨・サービス_輸出,財貨・サービス_輸入,開差,交易利得,国内総所得,海外からの所得_純受取,海外からの所得_受取,海外からの所得_支払,国民総所得,国内需要,民間需要,公的需要,総固定資本形成,最終需要
"2017",1-3,"547,369.5","301,183.0","293,721.6","244,203.3","21,287.1","88,430.9",-504.0 ,"107,482.6","27,481.3",-287.1,"2,423.4","100,039.3","97,615.9",-127.7 ,"1,479.4","548,848.9","20,996.6","31,436.1","10,439.5","569,845.5","545,089.6","410,411.0","134,679.3","137,200.2","548,140.6"
"2017",4-6,"549,649.6","302,687.9","295,208.2","245,665.0","21,504.7","89,196.3",47.3 ,"107,052.0","27,781.5",91.5,"1,360.8","100,058.8","98,697.9",-72.5 ,"1,599.3","551,248.9","19,763.7","30,394.2","10,630.5","571,012.6","548,339.8","413,450.7","134,890.7","138,483.3","549,524.1"
"2017",7-9,"553,661.2","301,507.2","293,961.6","244,397.2","21,326.9","89,896.5","2,346.7","107,437.7","27,192.9",82.6,"4,323.0","102,358.4","98,035.4",-452.4 ,"2,628.5","556,289.7","21,064.3","31,437.1","10,372.8","577,354.0","549,706.2","415,021.0","134,687.6","138,414.7","551,319.8"
"2017",10-12,"554,044.2","302,182.5","294,717.1","245,130.3","20,696.6","90,424.1","3,197.8","107,345.3","27,286.8",86.9,"3,056.7","103,936.9","100,880.2",-232.5 ,539.8 ,"554,584.0","20,408.0","31,411.9","11,003.9","574,991.9","551,120.3","416,426.3","134,696.8","138,401.3","550,862.9"
"2018",1-3,"555,234.4","302,634.8","295,405.1","245,794.6","20,168.6","91,385.9","1,479.8","108,151.3","27,571.8",67.3,"4,011.6","105,329.9","101,318.4",-236.5 ,-498.0 ,"554,736.4","20,016.4","31,936.3","11,919.9","574,752.8","551,384.4","415,613.6","135,772.3","139,109.4","553,749.4"
"2018",4-6,"557,600.6","302,909.7","296,025.6","246,391.7","19,562.4","92,809.1","1,767.6","108,272.4","27,907.9",-46.6,"4,708.5","106,351.5","101,643.0",-290.4 ,"-2,189.3","555,411.3","21,675.2","33,460.5","11,785.3","577,086.5","553,097.8","416,986.0","136,113.4","140,249.7","555,938.0"
"2018",7-9,"553,556.3","302,673.8","296,074.6","246,419.2","19,634.7","90,029.6","2,048.5","108,330.6","27,637.2",-17.0,"3,472.4","104,574.7","101,102.3",-253.4 ,"-3,952.4","549,603.9","21,191.4","33,146.9","11,955.4","570,795.3","550,266.3","414,336.0","135,931.2","137,280.8","551,575.3"
"2018",10-12,"552,167.6","301,685.2","295,093.2","245,417.9","19,948.4","91,906.9","3,258.9","108,894.1","27,272.2",-55.6,-674.2 ,"105,452.2","106,126.4",-68.2 ,"-4,306.3","547,861.3","21,957.1","34,233.7","12,276.5","569,818.5","552,819.6","416,736.6","136,084.5","139,098.9","549,028.6"
"2019",1-3,"555,158.9","302,720.4","295,858.9","246,156.2","20,473.5","91,955.7","1,548.0","109,240.1","27,911.4",-160.8,"1,584.1","103,579.9","101,995.9",-113.5 ,"-1,516.2","553,642.7","21,646.2","33,612.1","11,966.0","575,288.8","553,601.4","416,653.7","136,949.4","140,325.7","553,856.3"
"2019",4-6,"557,732.0","302,700.9","295,662.0","245,939.3","20,760.6","91,569.8","3,295.6","110,340.1","28,321.8",-29.2,903.4 ,"104,264.0","103,360.6",-130.9 ,"-2,931.6","554,800.4","22,080.9","34,369.9","12,289.0","576,881.2","556,895.0","418,283.5","138,613.2","140,649.3","554,525.2"
"2019",7-9,"557,026.8","304,676.0","297,568.2","247,816.4","20,911.4","93,329.8",144.5 ,"111,178.9","28,089.4",-41.8,"-1,139.4","104,446.4","105,585.8",-122.0 ,"-2,546.2","554,480.7","21,706.0","34,534.5","12,828.5","576,186.7","558,221.5","419,028.3","139,194.7","142,317.1","556,990.1"
"2019",10-12,"540,743.9","293,554.5","286,148.6","236,440.7","20,471.5","86,611.0","1,270.9","111,208.1","28,075.3",4.5,-305.6 ,"103,332.1","103,637.7",-146.3 ,"-1,050.2","539,693.8","21,022.0","33,359.4","12,337.4","560,715.8","541,146.5","401,886.5","139,261.5","135,186.9","539,527.2"
"2020",1-3,"543,793.2","296,314.0","288,381.4","238,643.7","19,456.6","89,423.5",376.8 ,"111,222.8","28,048.7",21.0,"-1,097.1","98,402.2","99,499.3",26.9 ,-729.6 ,"543,063.6","21,537.0","33,066.7","11,529.6","564,600.6","544,793.8","405,529.2","139,265.7","136,912.6","543,439.0"
"2020",4-6,"500,626.7","270,216.7","261,632.3","212,064.1","19,511.1","82,735.7","2,946.1","111,746.3","29,465.1",-29.6,"-17,079.7","81,465.8","98,545.5","1,115.1","4,463.0","505,089.7","17,794.9","28,143.0","10,348.1","522,884.6","516,534.1","375,359.9","141,177.9","131,789.2","497,806.9"
"2020",7-9,"527,320.3","284,795.2","275,646.0","225,964.3","18,580.1","82,306.2",123.8 ,"114,171.0","29,298.4",42.9,"-2,235.7","89,184.2","91,419.9",238.4 ,"3,660.6","530,980.9","17,868.0","28,144.6","10,276.5","548,848.9","529,287.2","385,788.6","143,503.2","130,246.3","527,174.2"
"2020",10-12,"536,091.4","289,297.6","279,897.9","230,166.2","18,512.3","83,411.9",-459.4 ,"115,030.7","29,676.7",-122.2,861.5 ,"97,911.0","97,049.6",-117.7 ,"5,266.9","541,358.3","19,932.8","29,146.5","9,213.7","561,291.0","535,315.4","390,760.9","144,560.7","131,657.5","536,688.9"
"2021",1-3,"534,340.0","287,508.5","278,175.5","228,435.2","18,644.7","84,148.6",-956.7 ,"114,112.5","29,660.9",-28.5,"1,387.8","100,297.9","98,910.2",-137.8 ,948.4 ,"535,288.5","22,137.8","32,567.0","10,429.2","557,426.2","533,110.1","389,386.7","143,730.8","132,504.3","535,290.8"
"2021",4-6,"536,964.5","288,814.1","279,542.7","229,769.1","18,935.2","85,060.3",-420.3 ,"115,087.7","28,949.6",-18.9,611.2 ,"103,702.5","103,091.4",-54.4 ,"-2,425.0","534,539.5","27,871.9","38,971.5","11,099.6","562,411.4","536,387.1","392,416.6","143,976.7","132,975.3","537,381.7"
"2021",7-9,"533,521.7","285,941.2","276,610.3","226,841.7","18,593.0","83,099.1",558.7 ,"116,421.3","27,902.5",-31.9,"1,321.8","103,045.5","101,723.7",-283.9 ,"-6,104.6","527,417.1","26,315.1","37,586.1","11,271.0","553,732.2","532,369.0","388,175.4","144,207.2","129,618.4","533,017.1"
"2021",10-12,"538,863.8","292,980.1","283,597.9","233,751.7","18,338.6","83,370.3",319.0 ,"116,025.4","26,871.9",9.8,"1,274.7","103,700.5","102,425.8",-325.8 ,"-8,329.2","530,534.6","29,637.5","41,523.2","11,885.7","560,172.1","537,785.4","394,996.0","142,789.9","128,569.6","538,539.0"
"2022",1-3,"539,164.8","293,894.3","284,479.6","234,605.3","18,097.3","83,265.7","2,997.3","116,496.0","26,063.3",-31.1,"-1,219.0","104,876.0","106,095.1",-398.9 ,"-10,817.3","528,347.5","31,485.7","43,848.6","12,362.9","559,833.2","540,615.0","398,262.3","142,355.2","127,383.2","536,145.5"
"2022",4-6,"545,292.3","297,548.7","288,117.0","238,195.0","17,751.9","85,254.1","1,759.5","117,462.5","26,334.4",-70.8,-242.0 ,"106,722.1","106,964.1",-506.0 ,"-16,135.9","529,156.4","32,115.3","45,370.4","13,255.0","561,271.8","545,797.7","402,254.7","143,545.8","129,242.1","543,590.6"
"2022",7-9,"550,893.0","297,377.4","289,736.5","239,772.8","18,266.9","91,950.6","2,767.5","118,946.1","25,704.6",-164.9,"-3,152.5","109,681.9","112,834.3",-802.7,"-19,742.7","531,150.3","33,145.9","47,599.6","14,453.7","564,296.2","554,373.1","410,139.4","144,205.0","135,720.8",548447.1
"2022",10-12,"552,903.0","297,802.0","290,198.4","240,209.2","18,350.7","90,890.8","2,305.2","119,674.6","25,815.7",164.6,"-1,260.5","110,493.2","111,753.6",-840.2,"-17,109.3","535,793.7","37,167.0","53,292.4","16,125.4","572,960.7","554,583.7","409,104.5","145,461.3","134,883.6",550532.3
"2023",1-3,"559,270.9","299,951.3","292,339.4","242,291.8","18,499.1","93,136.4","4,031.5","119,795.9","26,385.7",71.3,"-2,300.9","107,813.8","110,114.7",-299.4,"-14,269.4","545,001.5","29,880.6","48,363.9","18,483.3","574,882.1","561,650.9","415,542.1","146,063.1","137,814.8",555082.4
"2023",4-6,"564,406.4","297,880.9","290,270.7","240,236.4","18,799.8","91,152.7","3,764.9","119,266.8","27,027.0",-38.1,"5,679.1","111,858.8","106,179.7",873.4,"-11,362.1","553,044.3","32,865.6","51,974.1","19,108.5","585,909.9","557,611.1","411,518.8","146,073.2","136,862.7",560727
"2023",7-9,"558,676.3","296,987.3","289,394.8","239,358.9","18,626.3","91,040.0","1,000.4","119,481.3","26,453.6",-37.4,"5,073.6","112,218.9","107,145.3",51.2,"-9,611.5","549,064.8","31,920.1","52,552.1","20,632.0","580,984.9","552,917.8","407,245.0","145,674.5","135,977.4",558195.3
"2023",10-12,"558,760.9","295,921.0","288,326.4","238,291.1","18,350.6","92,878.4","536.2","119,347.0","25,809.1",-33.7,"6,276.5","115,330.1","109,053.5",-324.4,"-9,290.5","549,470.4","32,223.4","53,261.4","21,038.0","581,693.8","552,076.3","407,207.3","144,857.1","136,810.4",558814.8
"2024",1-3,"554,727.9","293,729.3","286,111.8","236,109.2","17,827.2","92,509.8","1,860.0","119,531.7","25,321.7",17.4,"4,006.1","109,415.6","105,409.5",-75.1,"-9,056.1","545,671.8","31,280.7","53,457.2","22,176.4","576,952.6","550,135.5","405,552.1","144,579.3","135,397.3",553200.2
